identifier,name,description, audience_size ,type,source,partner,path
1.16541E+14,Ex-student,,"5,783.00",education_majors,,,Demographics/Education/Fields of Study/Ex-student
6.0041E+12,Shivaji,,"1,307,160.00",interests,,,Interests/Additional interests/Shivaji
2.16231E+14,"Rupshi New Model School & College; Rupshi, Rupganj, Narayanganj",,"3,456.00",education_schools,,,"Demographics/Education/Schools/Universities/Rupshi New Model School & College; Rupshi, Rupganj, Narayanganj"
6.00365E+12,Canadian International School of Hong Kong,,"10,460.00",interests,,,Interests/Additional interests/Canadian International School of Hong Kong
6.0031E+12,Afyonkarahisar Province,,"285,700.00",interests,,,Interests/Additional interests/Afyonkarahisar Province
6.00352E+12,Human development (humanity),,"1,743,780.00",interests,,,Interests/Additional interests/Human development (humanity)
1.11312E+14,Blacksmithing,,"35,594.00",work_positions,,,Demographics/Work/Job Titles/Blacksmithing
6.00332E+12,Bagdad Cafí©,,"71,710.00",interests,,,Interests/Additional interests/Bagdad Cafí©
6.01445E+12,anam,,"743,310.00",interests,,,Interests/Additional interests/anam
6.00307E+12,Energy development,,"5,205,500.00",interests,,,Interests/Additional interests/Energy development
6.00308E+12,Amnesty International,,"7,455,130.00",interests,,,Interests/Additional interests/Amnesty International
6.01068E+12,Transformers: Age of Extinction,,"6,563,620.00",interests,,,Interests/Additional interests/Transformers: Age of Extinction
6.00311E+12,Ann Thongprasom,,"2,370,300.00",interests,,,Interests/Additional interests/Ann Thongprasom
6.00328E+12,Wagon,,"2,411,760.00",interests,,,Interests/Additional interests/Wagon
6.00302E+12,FMC Corporation,,"284,240.00",interests,,,Interests/Additional interests/FMC Corporation
6.00344E+12,Ayila Yussuf,,"93,480.00",interests,,,Interests/Additional interests/Ayila Yussuf
6.00777E+12,2013 ATP World Tour,,"4,581,640.00",interests,,,Interests/Additional interests/2013 ATP World Tour
6.00315E+12,Isaiah Washington,,"145,170.00",interests,,,Interests/Additional interests/Isaiah Washington
6.00296E+12,Spinner (website),,"377,800.00",interests,,,Interests/Additional interests/Spinner (website)
6.00315E+12,Nandi Awards,,"4,594,150.00",interests,,,Interests/Additional interests/Nandi Awards
1.09429E+14,Sailor (Aquaviíçrio),,"93,294.00",work_positions,,,Demographics/Work/Job Titles/Sailor (Aquaviíçrio)
6.00922E+12,Baal Veer,,"304,080.00",interests,,,Interests/Additional interests/Baal Veer
6.00335E+12,6th Engineer Support Battalion,,"2,310.00",interests,,,Interests/Additional interests/6th Engineer Support Battalion
6.00308E+12,Bed base,,"1,911,160.00",interests,,,Interests/Additional interests/Bed base
6.00337E+12,Aalesunds FK,,"81,690.00",interests,,,Interests/Additional interests/Aalesunds FK
6.00306E+12,Bill Gates,,"19,326,280.00",interests,,,Interests/Additional interests/Bill Gates
6.00373E+12,Baby transport,,"12,448,500.00",interests,,,Interests/Additional interests/Baby transport
6.00365E+12,Bow Wow (rapper),,"5,973,660.00",interests,,,Interests/Additional interests/Bow Wow (rapper)
6.00371E+12,Systems biology,,"36,660.00",interests,,,Interests/Additional interests/Systems biology
1.09388E+14,Abdou Moumouni University,,"95,273.00",education_schools,,,Demographics/Education/Schools/Universities/Abdou Moumouni University
6.00342E+12,kts,,"48,980.00",interests,,,Interests/Additional interests/kts
6.00315E+12,Arwen-Undomiel,,"1,170.00",interests,,,Interests/Additional interests/Arwen-Undomiel
6.01426E+12,Abla Fahita,,"1,926,480.00",interests,,,Interests/Additional interests/Abla Fahita
6.00326E+12,Cracker (food),,"4,618,300.00",interests,,,Interests/Additional interests/Cracker (food)
6.00334E+12,A River Runs Through It (film),,"113,770.00",interests,,,Interests/Additional interests/A River Runs Through It (film)
6.00314E+12,Caprese salad,,"466,120.00",interests,,,Interests/Additional interests/Caprese salad
6.01348E+12,Exness Corporate blog,,"208,310.00",interests,,,Interests/Additional interests/Exness Corporate blog
6.00335E+12,Ring binder,,"96,690.00",interests,,,Interests/Additional interests/Ring binder
6.01665E+12,Millennials,People who were born between 1982 and 2004,"1,191,060,711.00",generation,,,Demographics/Generation/Millennials
6.00325E+12,Abby Sciuto,,"771,200.00",interests,,,Interests/Additional interests/Abby Sciuto
1.15487E+14,Almaty Kazakstan,,"91,445.00",work_employers,,,Demographics/Work/Employers/Almaty Kazakstan
51156889792,"Babies""R""Us",,"15,743.00",work_employers,,,"Demographics/Work/Employers/Babies""R""Us"
6.00349E+12,Flexible-fuel vehicle,,"2,179,460.00",interests,,,Interests/Additional interests/Flexible-fuel vehicle
1.03752E+14,Female Studies,,"69,129.00",education_majors,,,Demographics/Education/Fields of Study/Female Studies
6.01555E+12,Primary Browser: Chrome,People who primarily connect to Facebook using Google Chrome.,"1,124,053,969.00",behaviors,,,Behaviours/Digital activities/Internet Browser Used/Primary Browser: Chrome
6.00338E+12,Paramilitary,,"1,454,240.00",interests,,,Interests/Additional interests/Paramilitary
6.0036E+12,Jig,,"622,620.00",interests,,,Interests/Additional interests/Jig
6.0138E+12,Bio Extratus,,"1,017,370.00",interests,,,Interests/Additional interests/Bio Extratus
3.16046E+14,Karaman Bifa Anadolu Lisesi,,"7,247.00",education_schools,,,Demographics/Education/Schools/Universities/Karaman Bifa Anadolu Lisesi
6.00346E+12,Lamborghini,,"42,077,340.00",interests,,,Interests/Additional interests/Lamborghini
1.30267E+14,Ethiopian Airlines,,"7,100.00",work_employers,,,Demographics/Work/Employers/Ethiopian Airlines
6.00352E+12,Canal Encuentro,,"670,390.00",interests,,,Interests/Additional interests/Canal Encuentro
6.00314E+12,Takoyaki,,"985,120.00",interests,,,Interests/Additional interests/Takoyaki
6.01524E+12,WiFi Connection,People who primarily access Facebook using a WiFi connection,"1,051,805,164.00",behaviors,,,Behaviours/Mobile Device User/Network Connection/WiFi Connection
1.74312E+14,Federal Aviation Administration,,"39,194.00",work_employers,,,Demographics/Work/Employers/Federal Aviation Administration
6.00323E+12,Onyeka,,"4,450.00",interests,,,Interests/Additional interests/Onyeka
6.00374E+12,Red Army,,"1,748,330.00",interests,,,Interests/Additional interests/Red Army
6.01725E+12,3G Connection,People who primarily access Facebook using a 3G connection,"808,465,217.00",behaviors,,,Behaviours/Mobile Device User/Network Connection/3G Connection
6.00344E+12,AOL Mail,,"80,450.00",interests,,,Interests/Additional interests/AOL Mail
6.00294E+12,Peavey EVH Wolfgang,,"9,840.00",interests,,,Interests/Additional interests/Peavey EVH Wolfgang
1.07601E+14,Photographer (Nhià_Ëp à_£nh gia),,"1,934,511.00",work_positions,,,Demographics/Work/Job Titles/Photographer (Nhià_Ëp à_£nh gia)
1.25643E+14,Lycí©e Carthage Dermech (LCD),,"3,124.00",education_schools,,,Demographics/Education/Schools/Universities/Lycí©e Carthage Dermech (LCD)
6.00344E+12,Hydrofoil,,"77,480.00",interests,,,Interests/Additional interests/Hydrofoil
1.35355E+11,Beirut,,"9,827.00",work_employers,,,Demographics/Work/Employers/Beirut
6.00334E+12,Asepxia,,"641,560.00",interests,,,Interests/Additional interests/Asepxia
6.00346E+12,Tropical acne,,"11,624.00",interests,,,Interests/Additional interests/Tropical acne
6.00312E+12,Academic journal,,"15,690,260.00",interests,,,Interests/Additional interests/Academic journal
1.1063E+14,Bexley High School,,"11,190.00",education_schools,,,Demographics/Education/Schools/Universities/Bexley High School
1.09558E+14,Fantasies,,"16,651.00",education_majors,,,Demographics/Education/Fields of Study/Fantasies
6.00329E+12,Estill Voice Training,,"57,980.00",interests,,,Interests/Additional interests/Estill Voice Training
6.00333E+12,Aegean Region,,"2,733,600.00",interests,,,Interests/Additional interests/Aegean Region
6.00331E+12,Sustainable development,,"17,565,760.00",interests,,,Interests/Additional interests/Sustainable development
6.0056E+12,Kary Arora,,"672,120.00",interests,,,Interests/Additional interests/Kary Arora
6.0034E+12,Bass guitar,,"38,055,290.00",interests,,,Interests/Additional interests/Bass guitar
1.02177E+14,Raqs sharki,,"5,949.00",work_employers,,,Demographics/Work/Employers/Raqs sharki
1.13499E+14,Tinsmith (Blechner),,"8,182.00",work_positions,,,Demographics/Work/Job Titles/Tinsmith (Blechner)
2.08091E+14,ANZ Bank,,"54,788.00",work_employers,,,Demographics/Work/Employers/ANZ Bank
6.00372E+12,Cron,,"104,850.00",interests,,,Interests/Additional interests/Cron
6.00335E+12,Absolute monarchy,,"1,495,580.00",interests,,,Interests/Additional interests/Absolute monarchy
67675928074,A&W Restaurants,,"17,985.00",work_employers,,,Demographics/Work/Employers/A&W Restaurants
6.01198E+12,BBK - Bilbao Bizkaia Kutxa,,"7,890.00",interests,,,Interests/Additional interests/BBK - Bilbao Bizkaia Kutxa
6.00338E+12,Avaaz,,"3,485,060.00",interests,,,Interests/Additional interests/Avaaz
6.00348E+12,Casino,,"62,563,750.00",interests,,,Interests/Additional interests/Casino
6.00341E+12,Amor ní£o se escolhe. Acontece.,,"2,087,300.00",interests,,,Interests/Additional interests/Amor ní£o se escolhe. Acontece.
6.01404E+12,Nani Azevedo,,"2,056,520.00",interests,,,Interests/Additional interests/Nani Azevedo
6.0029E+12,Masaki Aiba,,"67,000.00",interests,,,Interests/Additional interests/Masaki Aiba
6.00367E+12,McDonnell Douglas F-15 Eagle,,"422,340.00",interests,,,Interests/Additional interests/McDonnell Douglas F-15 Eagle
6.0032E+12,Cargo pants,,"2,124,840.00",interests,,,Interests/Additional interests/Cargo pants
6.00416E+12,Wali,,"4,237,750.00",interests,,,Interests/Additional interests/Wali
6.01486E+12,Apink,,"2,466,100.00",interests,,,Interests/Additional interests/Apink
6.00344E+12,Aedes,,"326,440.00",interests,,,Interests/Additional interests/Aedes
6.00345E+12,Persian language,,"32,936,740.00",interests,,,Interests/Additional interests/Persian language
6.00315E+12,Ayman al-Zawahiri,,"166,600.00",interests,,,Interests/Additional interests/Ayman al-Zawahiri
5.49928E+14,AMC Networks International,,"29,020.00",interests,,,Interests/Additional interests/AMC Networks International
6.00418E+12,™ƒø_™‹ø_™‹ ø_™‹™€øÂ™_ø± ø_™_™_,,"4,816,860.00",interests,,,Interests/Additional interests/™ƒø_™‹ø_™‹ ø_™‹™€øÂ™_ø± ø_™_™_
6.00327E+12,Anytime algorithm,,"1,234,990.00",interests,,,Interests/Additional interests/Anytime algorithm
1.49477E+15,Awkward Puppets,,"394,360.00",interests,,,Interests/Additional interests/Awkward Puppets
6.00309E+12,Acute care,,"452,020.00",interests,,,Interests/Additional interests/Acute care
6.00343E+12,Mortar (weapon),,"1,686,120.00",interests,,,Interests/Additional interests/Mortar (weapon)
6.00351E+12,DQM,,"8,660.00",interests,,,Interests/Additional interests/DQM
6.01531E+12,FHM.Tanya2013,,"1,999,770.00",interests,,,Interests/Additional interests/FHM.Tanya2013
25466650864,Rogers State University,,"29,306.00",education_schools,,,Demographics/Education/Schools/Universities/Rogers State University
6.00323E+12,"Asbury Park, New Jersey",,"302,510.00",interests,,,"Interests/Additional interests/Asbury Park, New Jersey"
6.00521E+12,FIU Panthers,,"153,210.00",interests,,,Interests/Additional interests/FIU Panthers
6.01289E+12,All Result BD,,"230,940.00",interests,,,Interests/Additional interests/All Result BD
6.00344E+12,Focaccia,,"1,077,310.00",interests,,,Interests/Additional interests/Focaccia
6.00314E+12,Oriental Shorthair,,"154,430.00",interests,,,Interests/Additional interests/Oriental Shorthair
3.24052E+14,Fox Valley Lutheran Schools,,"5,977.00",education_schools,,,Demographics/Education/Schools/Universities/Fox Valley Lutheran Schools
6.003E+12,Eating,,"230,182,930.00",interests,,,Interests/Additional interests/Eating
6.00324E+12,Ivory Coast,,"5,556,390.00",interests,,,Interests/Additional interests/Ivory Coast
6.00348E+12,Dissociative identity disorder,,"290,470.00",interests,,,Interests/Additional interests/Dissociative identity disorder
8096389511,BIDU,,"7,421.00",work_employers,,,Demographics/Work/Employers/BIDU
3.73795E+14,Office National des Transports (Office national des...,,"4,059.00",work_employers,,,Demographics/Work/Employers/Office National des Transports (Office national des...
6.00298E+12,Purdue University School of Aeronautics and Astronautics,,"2,600.00",interests,,,Interests/Additional interests/Purdue University School of Aeronautics and Astronautics
6.00335E+12,Focus on the Family,,"5,483,040.00",interests,,,Interests/Additional interests/Focus on the Family
6.0037E+12,Magic word,,"2,107,220.00",interests,,,Interests/Additional interests/Magic word
6.01771E+12,Futbol Gazetesi,,"1,025,150.00",interests,,,Interests/Additional interests/Futbol Gazetesi
6.00312E+12,Jack Black,,"14,982,320.00",interests,,,Interests/Additional interests/Jack Black
6.00335E+12,UEFA Euro 2016,,"8,677,450.00",interests,,,Interests/Additional interests/UEFA Euro 2016
1.09865E+14,ETSU,,"141,886.00",education_schools,,,Demographics/Education/Schools/Universities/ETSU
6.00329E+12,Current events,,"472,748,820.00",interests,,,Interests/Hobbies and activities/Current events
6.00329E+12,Exfoliation (botany),,"41,120.00",interests,,,Interests/Additional interests/Exfoliation (botany)
8.7356E+14,The BFG (2016 film),,"288,360.00",interests,,,Interests/Additional interests/The BFG (2016 film)
6.00339E+12,Russian Superleague,,"235,250.00",interests,,,Interests/Additional interests/Russian Superleague
6.00334E+12,Educational accreditation,,"9,070,650.00",interests,,,Interests/Additional interests/Educational accreditation
6.00327E+12,Qivana,,"8,960.00",interests,,,Interests/Additional interests/Qivana
6.00328E+12,Aneka,,"10,502,430.00",interests,,,Interests/Additional interests/Aneka
6.00353E+12,Free market,,"24,576,670.00",interests,,,Interests/Additional interests/Free market
1.82639E+11,DTAC,,"16,699.00",work_employers,,,Demographics/Work/Employers/DTAC
2.94074E+14,RRV BV HSS KILIMANOOR,,"3,445.00",education_schools,,,Demographics/Education/Schools/Universities/RRV BV HSS KILIMANOOR
6.00293E+12,í_dgar Vivar,,"1,293,990.00",interests,,,Interests/Additional interests/í_dgar Vivar
6.00338E+12,Rapping,,"80,219,920.00",interests,,,Interests/Additional interests/Rapping
1.081E+14,Almanya,,"82,229.00",work_employers,,,Demographics/Work/Employers/Almanya
6.00329E+12,Computer file,,"113,342,280.00",interests,,,Interests/Additional interests/Computer file
6.0031E+12,RíŸros,,"103,960.00",interests,,,Interests/Additional interests/RíŸros
6.00314E+12,Audiovisual,,"4,337,460.00",interests,,,Interests/Additional interests/Audiovisual
6.00439E+12,Samsung,People who access the Internet through a Samsung Android mobile device,"662,443,366.00",behaviors,,,Behaviours/Mobile Device User/All Mobile Devices by Brand/Samsung
22330837712,Rammstein,,"5,671.00",work_employers,,,Demographics/Work/Employers/Rammstein
7031980763,Bindass,,"14,827.00",work_employers,,,Demographics/Work/Employers/Bindass
6.00325E+12,Postage stamp,,"4,150,650.00",interests,,,Interests/Additional interests/Postage stamp
6.00343E+12,Rajab,,"3,559,550.00",interests,,,Interests/Additional interests/Rajab
6.00327E+12,Baphomet,,"326,010.00",interests,,,Interests/Additional interests/Baphomet
6.01701E+12,™‰™‹øÂ ™ƒø_ ø_™‹™‹™ˆ,,"183,380.00",interests,,,Interests/Additional interests/™‰™‹øÂ ™ƒø_ ø_™‹™‹™ˆ
8327967561,Harper's Bazaar,,"3,572.00",work_employers,,,Demographics/Work/Employers/Harper's Bazaar
6.00316E+12,P.S. I Love You by Cecelia Ahern,,"15,170.00",interests,,,Interests/Additional interests/P.S. I Love You by Cecelia Ahern
6.00305E+12,Gardening,,"340,814,880.00",interests,,,Interests/Hobbies and activities/Home and garden/Gardening
3.24827E+11,Airbnb,,"6,055.00",work_employers,,,Demographics/Work/Employers/Airbnb
65496212059,bidanku.com,,"4,100.00",work_employers,,,Demographics/Work/Employers/bidanku.com
6.0039E+12,Aztecas,,"161,780.00",interests,,,Interests/Additional interests/Aztecas
6.00333E+12,Folic acid,,"1,864,480.00",interests,,,Interests/Additional interests/Folic acid
6.00321E+12,MPH,,"9,840.00",interests,,,Interests/Additional interests/MPH
6.0031E+12,Bí©la IV of Hungary,,"112,850.00",interests,,,Interests/Additional interests/Bí©la IV of Hungary
6.01725E+12,4G Connection,People who primarily access Facebook using a 4G connection,"550,895,625.00",behaviors,,,Behaviours/Mobile Device User/Network Connection/4G Connection
6.00359E+12,Bible Broadcasting Network (BBN),,"84,090.00",interests,,,Interests/Additional interests/Bible Broadcasting Network (BBN)
6.00334E+12,Exeter,,"1,115,220.00",interests,,,Interests/Additional interests/Exeter
