identification,Case Number,Date-Time,Date,Time,Block,Street,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Location,Latitude,Longitude
6867210,HR272586,1/2/08 9:00,2/1/08,9:00,074XX S STONY ISLAND AVE,S STONY ISLAND AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,324,3,8,43,26,1188251,1856020,2008,4/21/09 1:06,"(41.7599959949991, -87.5856184891038)",41.75999599,-87.58561849
6004181,HP104666,1/2/08 9:00,2/1/08,9:00,107XX S VERNON AVE,S VERNON AVE,820,THEFT,$300 AND UNDER,OTHER,FALSE,FALSE,513,5,9,49,6,1181102,1834038,2008,1/12/08 1:05,"(41.699842278606866, -87.61249402015041)",41.69984228,-87.61249402
6924437,HR329309,1/2/08 9:00,2/1/08,9:00,036XX W 115TH PL,W 115TH PL,1120,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,FALSE,FALSE,2211,,19,74,10,,,2008,6/8/09 1:04,,,
6723203,HR140877,1/2/08 9:00,2/1/08,9:00,035XX W 72ND ST,W 72ND ST,842,THEFT,AGG: FINANCIAL ID THEFT,RESIDENCE,FALSE,FALSE,831,8,18,66,6,1154060,1856678,2008,2/13/09 1:04,"(41.7625488367452, -87.71091178863458)",41.76254884,-87.71091179
5997458,HP102299,1/2/08 9:00,2/1/08,9:00,050XX W DIVERSEY AVE,W DIVERSEY AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESTAURANT,FALSE,TRUE,2521,25,31,19,26,1142410,1918109,2008,1/8/08 1:04,"(41.931347523289034, -87.75208759661277)",41.93134752,-87.7520876
5998461,HP106218,1/2/08 9:00,2/1/08,9:00,037XX W DIVISION ST,W DIVISION ST,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,1112,11,27,23,6,1151434,1907704,2008,2/11/08 1:04,"(41.9026226028704, -87.71919955562954)",41.9026226,-87.71919956
6604856,HP667018,1/2/08 9:00,2/1/08,9:00,034XX W MADISON ST,W MADISON ST,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,1123,11,28,27,6,1153259,1899759,2008,12/7/08 1:04,"(41.88078468980604, -87.71270706365489)",41.88078469,-87.71270706
6557822,HP631246,1/2/08 9:00,2/1/08,9:00,026XX W MEDILL AVE,W MEDILL AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,FALSE,FALSE,1431,14,1,22,11,1157968,1915538,2008,10/24/08 1:04,"(41.923988853725554, -87.69498479786941)",41.92398885,-87.6949848
5994247,HP102402,1/2/08 9:00,2/1/08,9:00,004XX W NORTH AVE,W NORTH AVE,810,THEFT,OVER $300,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1813,18,43,7,6,1173318,1911004,2008,1/14/08 1:04,"(41.911219933956176, -87.63871807657834)",41.91121993,-87.63871808
6056192,HP158217,1/2/08 9:00,2/1/08,9:00,029XX W PETERSON AVE,W PETERSON AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,ATM (AUTOMATIC TELLER MACHINE),FALSE,FALSE,2011,20,40,2,11,1155545,1939689,2008,2/15/08 1:04,"(41.9903098646028, -87.70323539851998)",41.99030986,-87.7032354
5998252,HP102122,1/2/08 9:00,2/1/08,9:00,0000X W WASHINGTON ST,W WASHINGTON ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,GOVERNMENT BUILDING/PROPERTY,FALSE,FALSE,113,1,42,32,26,1175734,1900776,2008,1/31/08 1:05,"(41.88309975258782, -87.63015055854716)",41.88309975,-87.63015056
5996403,HP104698,1/2/08 9:00,2/1/08,9:00,042XX W WILCOX ST,W WILCOX ST,820,THEFT,$300 AND UNDER,STREET,FALSE,FALSE,1115,11,28,26,6,1148347,1899043,2008,1/6/08 1:05,"(41.878915962034114, -87.7307621425533)",41.87891596,-87.73076214
6000206,HP101949,1/2/08 9:00,2/1/08,9:00,040XX W WILCOX ST,W WILCOX ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1115,11,28,26,08B,1149205,1898983,2008,1/13/08 1:05,"(41.878734741758436, -87.72761325425334)",41.87873474,-87.72761325
5994513,HP101916,1/2/08 9:02,2/1/08,9:02,020XX W POLK ST,W POLK ST,820,THEFT,$300 AND UNDER,VEHICLE NON-COMMERCIAL,FALSE,FALSE,1224,12,2,28,6,1162805,1896390,2008,1/6/08 1:05,"(41.871345077885465, -87.67774937232603)",41.87134508,-87.67774937
6054798,HP155970,1/2/08 9:05,2/1/08,9:05,064XX N FRANCISCO AVE,N FRANCISCO AVE,820,THEFT,$300 AND UNDER,STREET,FALSE,FALSE,2412,24,50,2,6,1155870,1942605,2008,2/21/08 1:05,"(41.99830492948754, -87.7019608960058)",41.99830493,-87.7019609
6013190,HP101942,1/2/08 9:05,2/1/08,9:05,082XX S ALBANY AVE,S ALBANY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,835,8,18,70,14,1157113,1849547,2008,1/18/08 1:04,"(41.74291907498416, -87.69991439741285)",41.74291907,-87.6999144
5999272,HP101947,1/2/08 9:10,2/1/08,9:10,053XX S PRINCETON AVE,S PRINCETON AVE,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,FALSE,FALSE,934,9,3,37,04A,1175240,1869278,2008,3/18/08 1:04,"(41.79667783408973, -87.63290774211518)",41.79667783,-87.63290774
6011636,HP101951,1/2/08 9:15,2/1/08,9:15,025XX W 59TH ST,W 59TH ST,890,THEFT,FROM BUILDING,SMALL RETAIL STORE,FALSE,FALSE,824,8,16,66,6,1160416,1865415,2008,1/16/08 1:05,"(41.786395837298805, -87.68737538237939)",41.78639584,-87.68737538
5993123,HP102041,1/2/08 9:20,2/1/08,9:20,071XX S WESTERN AVE,S WESTERN AVE,890,THEFT,FROM BUILDING,TAVERN/LIQUOR STORE,FALSE,FALSE,832,8,18,66,6,1161645,1857434,2008,1/4/08 1:05,"(41.764469439134366, -87.6830904736958)",41.76446944,-87.68309047
5993116,HP101971,1/2/08 9:25,2/1/08,9:25,047XX W PATTERSON AVE,W PATTERSON AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,1731,17,38,15,26,1143936,1923877,2008,1/9/08 1:04,"(41.94714692765847, -87.74633461214758)",41.94714693,-87.74633461
5994392,HP103289,1/2/08 9:30,2/1/08,9:30,016XX N LAWNDALE AVE,N LAWNDALE AVE,820,THEFT,$300 AND UNDER,STREET,FALSE,FALSE,2535,25,26,23,6,1151434,1910412,2008,1/7/08 1:04,"(41.910053612857155, -87.7191283324397)",41.91005361,-87.71912833
5994733,HP102790,1/2/08 9:30,2/1/08,9:30,016XX N SPAULDING AVE,N SPAULDING AVE,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,1422,14,26,23,5,1153931,1910725,2008,1/12/08 1:05,"(41.910863080579404, -87.70994695125765)",41.91086308,-87.70994695
5995991,HP103855,1/2/08 9:30,2/1/08,9:30,059XX S ARCHER AVE,S ARCHER AVE,810,THEFT,OVER $300,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,811,8,23,56,6,1139011,1868428,2008,1/6/08 1:05,"(41.79507852004038, -87.76578542317337)",41.79507852,-87.76578542
6005135,HP101948,1/2/08 9:30,2/1/08,9:30,002XX W 72ND ST,W 72ND ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,731,7,17,69,08B,1175945,1857188,2008,1/26/08 1:04,"(41.7634857894723, -87.6306847264337)",41.76348579,-87.63068473
5999407,HP101963,1/2/08 9:30,2/1/08,9:30,001XX W LAKE ST,W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,113,1,42,32,11,1175354,1901695,2008,1/9/08 1:04,"(41.88563007711091, -87.63151832566108)",41.88563008,-87.63151833
5996161,HP104254,1/2/08 9:30,2/1/08,9:30,001XX W MADISON ST,W MADISON ST,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,BANK,FALSE,FALSE,113,1,42,32,10,1175496,1900404,2008,1/22/08 9:10,"(41.8820843110038, -87.63103567628474)",41.88208431,-87.63103568
6004506,HP102004,1/2/08 9:35,2/1/08,9:35,007XX N HOMAN AVE,N HOMAN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1121,11,27,23,18,1153540,1904653,2008,1/13/08 1:05,"(41.894208736322234, -87.7115450340339)",41.89420874,-87.71154503
6004139,HP102087,1/2/08 9:45,2/1/08,9:45,008XX E 100TH PL,E 100TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,TRUE,511,5,8,50,14,1183485,1838486,2008,1/13/08 1:05,"(41.71199308975165, -87.60363054126577)",41.71199309,-87.60363054
5995637,HP102029,1/2/08 9:45,2/1/08,9:45,015XX E 55TH ST,E 55TH ST,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,2132,2,4,41,6,1187518,1868878,2008,1/7/08 1:04,"(41.795296857540635, -87.58789640387609)",41.79529686,-87.5878964
6002491,HP102093,1/2/08 9:45,2/1/08,9:45,100XX W OHARE ST,W OHARE ST,870,THEFT,POCKET-PICKING,AIRPORT/AIRCRAFT,FALSE,FALSE,1651,16,41,76,6,1100635,1934208,2008,1/10/08 1:05,"(41.97620017280759, -87.90531241099332)",41.97620017,-87.90531241
5993119,HP101998,1/2/08 9:50,2/1/08,9:50,004XX E RANDOLPH ST,E RANDOLPH ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,FALSE,124,1,42,32,26,1179262,1901369,2008,1/24/08 1:05,"(41.88464691744503, -87.61717755256879)",41.88464692,-87.61717755
6033568,HP102013,1/2/08 9:50,2/1/08,9:50,060XX S DR MARTIN LUTHER KING JR DR,S DR MARTIN LUTHER KING JR DR,1365,CRIMINAL TRESPASS,TO RESIDENCE,OTHER,TRUE,FALSE,313,3,20,42,26,1179996,1865050,2008,1/25/08 1:04,"(41.78496814585301, -87.61559660674529)",41.78496815,-87.61559661
6003621,HP111370,1/2/08 10:00,2/1/08,10:00,016XX E 71ST ST,E 71ST ST,915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,332,3,5,43,7,1188678,1858311,2008,1/29/08 1:04,"(41.76627250241705, -87.58398040989654)",41.7662725,-87.58398041
5994094,HP102110,1/2/08 10:00,2/1/08,10:00,076XX N ASHLAND AVE,N ASHLAND AVE,890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,2422,24,49,1,6,1164337,1950824,2008,1/5/08 1:04,"(42.020682488028925, -87.67057956347188)",42.02068249,-87.67057956
5996421,HP104138,1/2/08 10:00,2/1/08,10:00,013XX N CALIFORNIA AVE,N CALIFORNIA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1423,14,26,24,14,1157518,1909068,2008,1/6/08 1:05,"(41.906243841195796, -87.69681471893841)",41.90624384,-87.69681472
6345744,HP434270,1/2/08 10:00,2/1/08,10:00,045XX N DOVER ST,N DOVER ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,FALSE,FALSE,2311,19,46,3,11,1165968,1930442,2008,8/4/08 1:03,"(41.964718964219884, -87.6651627958854)",41.96471896,-87.6651628
6000229,HP102017,1/2/08 10:00,2/1/08,10:00,007XX N HOMAN AVE,N HOMAN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,1121,11,27,23,08B,1153618,1904692,2008,1/11/08 1:05,"(41.894314204610886, -87.71125752421712)",41.8943142,-87.71125752
6053132,HP153896,1/2/08 10:00,2/1/08,10:00,008XX N KARLOV AVE,N KARLOV AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,FALSE,FALSE,1111,11,37,23,6,1148853,1905532,2008,2/13/08 1:04,"(41.89671272220092, -87.72873631348948)",41.89671272,-87.72873631
6059223,HP150382,1/2/08 10:00,2/1/08,10:00,005XX N MAY ST,N MAY ST,820,THEFT,$300 AND UNDER,STREET,FALSE,FALSE,1323,13,27,24,6,1168761,1903930,2008,2/10/08 1:05,"(41.8919084802343, -87.65566413943941)",41.89190848,-87.65566414
5994850,HP103175,1/2/08 10:00,2/1/08,10:00,029XX N NEENAH AVE,N NEENAH AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,2511,25,36,19,7,1132281,1918817,2008,1/7/08 1:04,"(41.9334727552954, -87.78929398136547)",41.93347276,-87.78929398
5994280,HP102521,1/2/08 10:00,2/1/08,10:00,035XX N SPAULDING AVE,N SPAULDING AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,WAREHOUSE,FALSE,FALSE,1733,17,35,21,26,1153830,1923620,2008,1/6/08 1:05,"(41.94625000512748, -87.70997359155086)",41.94625001,-87.70997359
8160030,HT394792,1/2/08 10:00,2/1/08,10:00,042XX N ST LOUIS AVE,N ST LOUIS AVE,841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,STREET,FALSE,FALSE,1723,,33,16,6,,,2008,7/30/11 0:39,,,
6688051,HR103260,1/2/08 10:00,2/1/08,10:00,050XX N WESTERN AVE,N WESTERN AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,2031,20,47,4,6,1159495,1933165,2008,1/25/09 1:03,"(41.9723270584584, -87.68888699469684)",41.97232706,-87.68888699
5994420,HP103136,1/2/08 10:00,2/1/08,10:00,020XX N WINCHESTER AVE,N WINCHESTER AVE,810,THEFT,OVER $300,STREET,FALSE,FALSE,1432,14,32,22,6,1163075,1913527,2008,1/5/08 1:04,"(41.918364680920305, -87.67627627832026)",41.91836468,-87.67627628
5997005,HP102285,1/2/08 10:00,2/1/08,10:00,066XX S ABERDEEN ST,S ABERDEEN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,724,7,17,68,14,1170160,1860957,2008,1/8/08 1:04,"(41.773956113619946, -87.65177842558349)",41.77395611,-87.65177843
5993760,HP101991,1/2/08 10:00,2/1/08,10:00,087XX S BURLEY AVE,S BURLEY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,TRUE,424,4,7,46,14,1199148,1847550,2008,1/10/08 1:05,"(41.736486876106, -87.5459658546319)",41.73648688,-87.54596585
5997370,HP104517,1/2/08 10:00,2/1/08,10:00,080XX S ELLIS AVE,S ELLIS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,VACANT LOT/LAND,FALSE,FALSE,631,6,8,44,14,1184326,1852025,2008,1/7/08 1:04,"(41.74912602964066, -87.60012823339926)",41.74912603,-87.60012823
5994738,HP102127,1/2/08 10:00,2/1/08,10:00,087XX S GENOA AVE,S GENOA AVE,560,ASSAULT,SIMPLE,RESIDENCE,TRUE,TRUE,2223,22,21,71,08A,1172266,1846609,2008,1/6/08 1:05,"(41.734537316088705, -87.64447939601575)",41.73453732,-87.6444794
6410657,HP495086,1/2/08 10:00,2/1/08,10:00,057XX S HAMILTON AVE,S HAMILTON AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,TRUE,715,7,15,67,6,1163059,1866312,2008,9/7/08 1:03,"(41.78880242435546, -87.67765966915489)",41.78880242,-87.67765967
6000564,HP102676,1/2/08 10:00,2/1/08,10:00,014XX S KEELER AVE,S KEELER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1011,10,24,29,14,1148586,1892463,2008,1/10/08 1:05,"(41.860855055944235, -87.7300543702708)",41.86085506,-87.73005437
5998347,HP102990,1/2/08 10:00,2/1/08,10:00,086XX S KOSTNER AVE,S KOSTNER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,834,8,18,70,14,1148633,1847088,2008,4/13/08 1:05,"(41.73633822153054, -87.7310488757729)",41.73633822,-87.73104888
6012581,HP112526,1/2/08 10:00,2/1/08,10:00,042XX S MOZART ST,S MOZART ST,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,912,9,14,58,6,1158022,1876603,2008,1/31/08 1:05,"(41.81714622032047, -87.69584883621597)",41.81714622,-87.69584884
5994368,HP102964,1/2/08 10:00,2/1/08,10:00,087XX S VINCENNES AVE,S VINCENNES AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,2222,22,21,71,14,1172018,1847115,2008,1/5/08 1:04,"(41.735931292735785, -87.64537313859928)",41.73593129,-87.64537314
6000189,HP105703,1/2/08 10:00,2/1/08,10:00,001XX W ADAMS ST,W ADAMS ST,890,THEFT,FROM BUILDING,HOTEL/MOTEL,FALSE,FALSE,112,1,42,32,6,1174975,1899459,2008,1/9/08 1:04,"(41.87950285783049, -87.63297708285891)",41.87950286,-87.63297708
5994354,HP103123,1/2/08 10:00,2/1/08,10:00,055XX W FARRAGUT AVE,W FARRAGUT AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1623,16,45,11,5,1138452,1934612,2008,1/18/08 1:04,"(41.97670604535521, -87.76623143185948)",41.97670605,-87.76623143
5994104,HP102147,1/2/08 10:00,2/1/08,10:00,012XX W FULLERTON AVE,W FULLERTON AVE,890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,1933,19,32,7,6,1167848,1916127,2008,1/5/08 1:04,"(41.92539753758561, -87.65866483827314)",41.92539754,-87.65866484
6624625,HP696654,1/2/08 10:00,2/1/08,10:00,052XX W MADISON ST,W MADISON ST,1140,DECEPTIVE PRACTICE,EMBEZZLEMENT,RESTAURANT,FALSE,FALSE,1522,15,28,25,12,1141425,1899561,2008,12/10/08 1:04,"(41.880467967074495, -87.756165958999)",41.88046797,-87.75616596
5994714,HP101990,1/2/08 10:02,2/1/08,10:02,057XX W OHIO ST,W OHIO ST,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,FALSE,TRUE,1511,15,29,25,04A,1137824,1903435,2008,4/16/08 1:05,"(41.89116441935477, -87.76929518269202)",41.89116442,-87.76929518
6001053,HP102023,1/2/08 10:07,2/1/08,10:07,007XX E 43RD ST,E 43RD ST,051A,ASSAULT,AGGRAVATED: HANDGUN,CHA APARTMENT,FALSE,FALSE,213,2,4,38,04A,1182085,1876707,2008,1/23/08 14:56,"(41.816907817925305, -87.60757664790256)",41.81690782,-87.60757665
5998010,HP102002,1/2/08 10:10,2/1/08,10:10,073XX S STONY ISLAND AVE,S STONY ISLAND AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,GROCERY FOOD STORE,TRUE,TRUE,324,3,5,43,26,1188047,1856492,2008,1/7/08 1:04,"(41.76129606849876, -87.58635111762534)",41.76129607,-87.58635112
5995378,HP102019,1/2/08 10:10,2/1/08,10:10,005XX W MONROE ST,W MONROE ST,2850,PUBLIC PEACE VIOLATION,BOMB THREAT,GOVERNMENT BUILDING/PROPERTY,FALSE,FALSE,111,1,2,28,26,1172853,1899791,2008,1/17/08 9:23,"(41.880461140404336, -87.64075883322846)",41.88046114,-87.64075883
5995347,HP102063,1/2/08 10:15,2/1/08,10:15,046XX N KEDVALE AVE,N KEDVALE AVE,580,STALKING,SIMPLE,STREET,FALSE,FALSE,1722,17,39,14,08A,1147864,1930342,2008,1/12/08 1:05,"(41.96481266515818, -87.73172939170155)",41.96481267,-87.73172939
5994668,HP101996,1/2/08 10:16,2/1/08,10:16,052XX W OHIO ST,W OHIO ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,1523,15,28,25,08B,1141348,1903427,2008,1/7/08 1:04,"(41.89107816996408, -87.756353253008)",41.89107817,-87.75635325
5994933,HP101965,1/2/08 10:18,2/1/08,10:18,034XX N SOUTHPORT AVE,N SOUTHPORT AVE,610,BURGLARY,FORCIBLE ENTRY,TAVERN/LIQUOR STORE,FALSE,FALSE,1924,19,44,6,5,1166404,1922798,2008,1/15/08 1:05,"(41.943734162572426, -87.6637793235957)",41.94373416,-87.66377932
5993631,HP102231,1/2/08 10:20,2/1/08,10:20,054XX N CUMBERLAND AVE,N CUMBERLAND AVE,460,BATTERY,SIMPLE,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,1614,16,41,76,08B,1119276,1935217,2008,1/6/08 1:05,"(41.97869293352193, -87.83673852294429)",41.97869293,-87.83673852
5994364,HP102018,1/2/08 10:20,2/1/08,10:20,062XX S MICHIGAN AVE,S MICHIGAN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,TRUE,311,3,20,40,08B,1178307,1863395,2008,1/13/08 1:05,"(41.78046518174883, -87.62183936567413)",41.78046518,-87.62183937
5996157,HP103779,1/2/08 10:20,2/1/08,10:20,026XX W HIRSCH ST,W HIRSCH ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1423,14,26,24,7,1158205,1909163,2008,1/15/08 1:05,"(41.90649051246434, -87.6942885020881)",41.90649051,-87.6942885
5997799,HP102060,1/2/08 10:25,2/1/08,10:25,009XX N CLEVELAND AVE,N CLEVELAND AVE,313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,STREET,FALSE,FALSE,1823,18,27,8,3,1172858,1906752,2008,1/31/08 1:05,"(41.89956243214333, -87.64053410312985)",41.89956243,-87.6405341
5999562,HP102026,1/2/08 10:30,2/1/08,10:30,080XX S INGLESIDE AVE,S INGLESIDE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,631,6,8,44,08B,1183924,1851721,2008,2/7/08 1:05,"(41.748301212737914, -87.60161077330623)",41.74830121,-87.60161077
6040023,HP138897,1/2/08 10:30,2/1/08,10:30,027XX S MICHIGAN AVE,S MICHIGAN AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,OTHER,TRUE,FALSE,2113,1,2,35,26,1177599,1886436,2008,2/5/08 1:04,"(41.843707753656965, -87.62373749476295)",41.84370775,-87.62373749
5993621,HP102139,1/2/08 10:30,2/1/08,10:30,060XX S NARRAGANSETT AVE,S NARRAGANSETT AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,TRUE,812,8,23,64,26,1134730,1863829,2008,1/23/08 14:56,"(41.78253451283278, -87.78159245350369)",41.78253451,-87.78159245
5996994,HP102175,1/2/08 10:30,2/1/08,10:30,064XX S SEELEY AVE,S SEELEY AVE,610,BURGLARY,FORCIBLE ENTRY,OTHER,FALSE,FALSE,726,7,15,67,5,1163764,1861860,2008,1/9/08 1:04,"(41.77657076984743, -87.67519961570568)",41.77657077,-87.67519962
6004288,HP102979,1/2/08 10:30,2/1/08,10:30,104XX S WABASH AVE,S WABASH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,512,5,9,49,14,1178457,1835831,2008,1/11/08 1:05,"(41.70482286135113, -87.62212463013256)",41.70482286,-87.62212463
5994674,HP102051,1/2/08 10:32,2/1/08,10:32,053XX N BROADWAY,N BROADWAY,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,2023,20,48,77,6,1167383,1935798,2008,1/26/08 1:04,"(41.979385601392934, -87.6598054169202)",41.9793856,-87.65980542
5997086,HP102050,1/2/08 10:35,2/1/08,10:35,004XX E 87TH ST,E 87TH ST,560,ASSAULT,SIMPLE,GAS STATION,FALSE,TRUE,632,6,6,44,08A,1180603,1847436,2008,1/12/08 1:05,"(41.73661953535355, -87.61391119960588)",41.73661954,-87.6139112
5995412,HP102281,1/2/08 10:35,2/1/08,10:35,049XX W HURON ST,W HURON ST,560,ASSAULT,SIMPLE,SIDEWALK,FALSE,FALSE,1532,15,37,25,08A,1143296,1904148,2008,1/9/08 1:04,"(41.893020510729336, -87.74918108559768)",41.89302051,-87.74918109
6141346,HP102057,1/2/08 10:40,2/1/08,10:40,074XX S KINGSTON AVE,S KINGSTON AVE,880,THEFT,PURSE-SNATCHING,OTHER,FALSE,FALSE,334,3,7,43,6,1194331,1856350,2008,3/22/08 1:05,"(41.76075436119847, -87.5633248493159)",41.76075436,-87.56332485
5995237,HP102128,1/2/08 10:40,2/1/08,10:40,047XX W FULLERTON AVE,W FULLERTON AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,FALSE,FALSE,2521,25,31,19,6,1144129,1915572,2008,1/26/08 1:04,"(41.92435359331939, -87.74583438641933)",41.92435359,-87.74583439
6000211,HP102049,1/2/08 10:40,2/1/08,10:40,029XX W HARRISON ST,W HARRISON ST,480,BATTERY,AGG PRO.EMP: HANDGUN,APARTMENT,FALSE,TRUE,1135,11,2,27,04B,1156787,1897264,2008,1/16/08 1:05,"(41.87386742220591, -87.69982010034805)",41.87386742,-87.6998201
5996940,HP102046,1/2/08 10:45,2/1/08,10:45,063XX S MAY ST,S MAY ST,820,THEFT,$300 AND UNDER,STREET,FALSE,FALSE,724,7,16,68,6,1169706,1862477,2008,1/8/08 1:04,"(41.778137040366545, -87.65339864306151)",41.77813704,-87.65339864
5997155,HP102078,1/2/08 10:45,2/1/08,10:45,030XX W POPE JOHN PAUL II DR,W POPE JOHN PAUL II DR,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,FALSE,FALSE,912,9,14,58,11,1156840,1876019,2008,1/13/08 1:05,"(41.81556763064214, -87.70020054440327)",41.81556763,-87.70020054
5994499,HP102072,1/2/08 10:49,2/1/08,10:49,022XX E 75TH ST,E 75TH ST,610,BURGLARY,FORCIBLE ENTRY,ALLEY,FALSE,FALSE,414,4,7,43,5,1192286,1855630,2008,2/23/08 1:05,"(41.75882861076258, -87.57084312083693)",41.75882861,-87.57084312
5995256,HP102125,1/2/08 10:53,2/1/08,10:53,0000X S LEAMINGTON AVE,S LEAMINGTON AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,TRUE,FALSE,1533,15,28,25,26,1142184,1899309,2008,2/17/08 1:05,"(41.879762406861, -87.75338520100722)",41.87976241,-87.7533852
5994181,HP102613,1/2/08 11:00,2/1/08,11:00,001XX N STATE ST,N STATE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,FALSE,FALSE,122,1,42,32,11,1176380,1901242,2008,1/6/08 1:05,"(41.88436393293686, -87.62776437042582)",41.88436393,-87.62776437
5996728,HP104262,1/2/08 11:00,2/1/08,11:00,021XX S CENTRAL PARK AVE,S CENTRAL PARK AVE,810,THEFT,OVER $300,SIDEWALK,FALSE,FALSE,1024,10,24,29,6,1152748,1889224,2008,1/26/08 1:04,"(41.85188559324605, -87.71486212000923)",41.85188559,-87.71486212
5995106,HP102116,1/2/08 11:00,2/1/08,11:00,047XX S COTTAGE GROVE AVE,S COTTAGE GROVE AVE,820,THEFT,$300 AND UNDER,GROCERY FOOD STORE,TRUE,FALSE,2124,2,4,39,6,1182424,1873989,2008,1/7/08 1:04,"(41.80944155412789, -87.60641746225643)",41.80944155,-87.60641746
